Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,TABUK,Northern,Expat Arabs,Male,41,Prepaid,LV,5,4,125,,,,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,30,Prepaid,HV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,AL QATIF,Eastern,Nationals,Female,21,Postpaid,LV,2,4,50,7,0,0,,0,0,,0,,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,50,Prepaid,HV,5,5,150,9,1,1,,1,1,1,1,1,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,36,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,,1
Mobily,AD DAMMAM,Eastern,Nationals,Male,70,Postpaid,VLV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,35,Prepaid,VLV,5,5,150,9,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,26,Prepaid,VLV,5,3,100,8,0,0,,0,1,,0,0,,0
Mobily,AL KHUBAR,Eastern,Nationals,Male,38,Postpaid,VHV,4,4,100,7,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,22,Prepaid,VLV,4,3,75,7,0,0,,0,0,,0,0,1,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,39,Postpaid,VHV,5,5,150,10,1,1,,1,1,1,1,1,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,28,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,23,Postpaid,MV,4,5,125,,,1,,1,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,40,Prepaid,VLV,2,2,0,5,0,0,,0,0,,1,,0,
Mobily,AR RIYADH,Central,Nationals,Female,35,Postpaid,LV,5,4,125,0,0,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,36,Postpaid,VLV,4,2,50,5,0,0,,0,0,,0,0,,
Mobily,JEDDAH,Western,Nationals,Female,50,Postpaid,LV,4,4,100,9,1,,,0,1,,0,,,
Mobily,Other,Others,Nationals,Male,31,Postpaid,VHV,1,3,0,3,0,0,,0,0,1,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,35,Prepaid,MV,4,4,100,9,1,0,,0,1,0,0,,0,0
Mobily,AT TAIF,Western,Nationals,Female,40,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,1
Mobily,JEDDAH,Western,Expat Arabs,Male,28,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Female,25,Postpaid,VLV,5,5,150,7,0,0,,1,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,32,Postpaid,VHV,5,5,150,8,0,1,,1,1,1,1,0,1,1
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Prepaid,VLV,4,1,25,8,0,0,,0,0,,0,,,
Mobily,BURAYDAH,Central,Nationals,Female,25,Postpaid,MV,2,1,-25,6,0,0,,0,0,1,0,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,27,Postpaid,VHV,3,4,75,5,0,0,,0,0,,0,0,0,0
Mobily,JIZAN,South,Nationals,Male,37,Postpaid,MV,3,1,0,6,0,0,,0,0,0,0,0,0,0
Mobily,AR RIYADH,Central,Expat Arabs,Male,48,Prepaid,VLV,2,3,25,5,0,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,24,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,25,Postpaid,MV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,Other,Others,Nationals,Male,40,Postpaid,LV,3,2,25,8,0,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,Prepaid,VLV,3,2,25,8,0,0,,0,0,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,39,Prepaid,LV,5,5,150,9,1,1,,1,1,1,0,0,1,
Mobily,AL KHUBAR,Eastern,Nationals,Male,28,Postpaid,VLV,4,3,75,7,0,1,,1,0,,1,,1,
Mobily,JEDDAH,Western,Nationals,Male,40,Postpaid,VHV,5,5,150,10,1,1,,1,1,1,1,1,1,
Mobily,AR RIYADH,Central,Nationals,Male,30,Postpaid,VHV,5,4,125,10,1,0,,1,1,1,1,1,0,
Mobily,AR RIYADH,Central,Expat Arabs,Male,34,Postpaid,VLV,3,3,50,6,0,0,,0,0,0,0,0,0,
Mobily,JEDDAH,Western,Nationals,Male,52,Prepaid,VLV,5,,75,8,0,1,,1,1,,0,,,
Mobily,AL JUBAIL,Eastern,Nationals,Male,18,Postpaid,VLV,4,5,125,7,0,1,,0,1,,0,,,
Mobily,AL MAJMA'AH,Central,Nationals,Female,37,Prepaid,VLV,2,4,50,10,1,0,,1,1,1,0,,,
Mobily,JEDDAH,Western,Nationals,Male,40,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,18,Prepaid,MV,5,3,100,8,0,0,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Female,15,Prepaid,VLV,1,5,50,10,1,1,,1,1,1,0,,,
Mobily,TABUK,Northern,Nationals,Male,52,Postpaid,HV,4,4,100,5,0,0,,1,1,,0,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,38,Prepaid,MV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,35,Postpaid,MV,3,3,50,3,0,0,,1,0,1,0,0,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,40,Prepaid,VLV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Prepaid,VLV,4,4,100,10,1,1,,1,1,,1,,1,1
Mobily,AR RIYADH,Central,Nationals,Female,27,Prepaid,VLV,5,3,100,10,1,0,,0,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,27,Prepaid,VLV,5,1,50,9,1,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,27,Prepaid,VLV,5,5,150,10,1,1,,1,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,19,Prepaid,VLV,3,4,75,0,0,0,,1,0,1,0,,0,0
Mobily,JEDDAH,Western,Expat Arabs,Female,58,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,20,Prepaid,VLV,5,3,100,,,0,,,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Female,30,Prepaid,LV,3,4,75,4,0,1,,1,1,0,0,0,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,43,Prepaid,VLV,5,3,100,10,1,1,,1,1,,1,,,
Mobily,Other,Others,Nationals,Male,29,Prepaid,LV,2,2,0,9,1,0,,0,0,0,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,25,Postpaid,HV,2,3,25,8,0,0,,0,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,40,Prepaid,LV,4,4,100,7,0,0,,0,0,,0,,0,
Mobily,AR RIYADH,Central,Nationals,Male,37,Prepaid,VLV,3,4,75,5,0,1,,0,0,,0,,1,
Mobily,JEDDAH,Western,Expat Asians,Male,31,Prepaid,VLV,4,3,75,10,1,0,,,0,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,30,Postpaid,MV,4,3,75,10,1,1,,1,1,,1,1,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,45,Postpaid,VHV,4,3,75,1,0,0,0,0,0,1,1,,0,
Mobily,AR RIYADH,Central,Expat Arabs,Male,44,Prepaid,VLV,4,4,100,8,0,0,,0,0,,0,0,1,
Mobily,JEDDAH,Western,Nationals,Male,35,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,Other,Others,Expat Asians,Male,50,Prepaid,MV,4,1,25,9,1,0,,0,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,60,Prepaid,LV,5,5,150,,,1,,,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,38,Postpaid,VLV,4,4,100,9,1,0,,1,0,,1,0,,
Mobily,AR RIYADH,Central,Nationals,Female,31,Postpaid,LV,3,3,50,7,0,0,,0,0,,1,1,,
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,LV,5,4,125,9,1,1,,1,1,1,0,0,,
Mobily,JEDDAH,Western,Expat Asians,Male,32,Prepaid,MV,4,3,75,,,0,,1,0,,1,0,1,
Mobily,Other,Others,Expat Arabs,Male,41,Prepaid,LV,5,4,125,7,0,1,,1,1,,1,,,
Mobily,Other,Others,Nationals,Female,52,Postpaid,LV,2,3,25,5,0,0,,,0,,0,,,
Mobily,Other,Others,Nationals,Male,47,Postpaid,LV,1,2,-25,9,1,0,,0,0,1,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,35,Postpaid,VHV,4,4,100,6,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,23,Postpaid,LV,3,3,50,0,0,0,,0,0,0,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,27,Postpaid,VHV,3,3,50,5,0,0,0,0,0,0,0,1,,
Mobily,AR RIYADH,Central,Nationals,Male,35,Postpaid,VHV,3,3,50,8,0,0,,1,0,,0,0,,
Mobily,AR RIYADH,Central,Nationals,Male,19,Postpaid,VLV,4,3,75,6,0,0,,0,0,,1,,,
Mobily,JIZAN,South,Nationals,Male,36,Prepaid,VLV,4,3,75,8,0,0,,1,0,0,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,25,Prepaid,VLV,2,2,0,,,1,,1,1,,,1,,
Mobily,Other,Others,Nationals,Female,35,Postpaid,VLV,2,3,25,6,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,33,Prepaid,VLV,3,3,50,9,1,0,,0,1,1,0,,,
Mobily,Other,Others,Nationals,Female,22,Prepaid,VHV,4,4,100,8,0,1,,1,0,,1,0,0,0
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,46,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,22,Prepaid,LV,4,4,100,10,1,1,,1,1,,1,,,
Mobily,BURAYDAH,Central,Nationals,Male,29,Postpaid,LV,4,5,125,10,1,1,,0,0,,1,,,
Mobily,BURAYDAH,Central,Expat Arabs,Male,42,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,1,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,50,Postpaid,VLV,2,2,0,,,,,,1,,0,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,43,Postpaid,VLV,4,3,75,8,0,0,,0,0,,0,0,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,32,Postpaid,VLV,4,4,100,9,1,0,,0,0,0,0,0,,
Mobily,JEDDAH,Western,Expat Arabs,Male,31,Postpaid,VLV,2,3,25,10,1,0,1,1,1,1,1,0,,
Mobily,Other,Others,Expat Arabs,Male,40,Prepaid,VLV,4,5,125,2,0,1,,0,1,,0,,,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,17,Prepaid,VLV,3,3,50,10,1,0,,0,0,,1,1,,1
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,45,Prepaid,VLV,3,2,25,4,0,0,,0,0,,0,0,,0
Mobily,JEDDAH,Western,Expat Arabs,Male,31,Postpaid,HV,1,1,-50,0,0,0,,0,1,,0,1,,
Mobily,AR RIYADH,Central,Nationals,Male,40,Postpaid,VHV,5,4,125,0,0,0,0,,0,1,1,,0,
Mobily,AR RIYADH,Central,Nationals,Male,21,Prepaid,VLV,4,3,75,5,0,1,,1,0,,0,1,,
Mobily,AR RIYADH,Central,Expat Asians,Male,28,Prepaid,VLV,3,4,75,9,1,0,,0,1,,0,1,,
Mobily,AR RIYADH,Central,Nationals,Male,30,Prepaid,VLV,3,3,50,10,1,0,,0,1,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Prepaid,VLV,4,4,100,10,1,0,,0,0,,,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,41,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,JIZAN,South,Nationals,Male,21,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,1,1,1
Mobily,ABHA,South,Nationals,Male,40,Postpaid,VLV,2,1,-25,0,0,0,,0,0,0,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,65,Postpaid,LV,4,2,50,10,1,0,,0,1,0,0,,,
Mobily,BURAYDAH,Central,Nationals,Male,21,Prepaid,VLV,3,5,100,10,1,0,,1,0,1,1,,1,0
Mobily,DAWMAT AL JANDAL,Northern,Expat Arabs,Male,44,Prepaid,LV,4,4,100,7,0,0,,0,1,,1,0,,
Mobily,AR RIYADH,Central,Nationals,Female,23,Prepaid,LV,5,5,150,8,0,1,,1,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,37,Prepaid,LV,5,5,150,9,1,1,,1,1,,1,,,
Mobily,AT TAIF,Western,Nationals,Male,28,Prepaid,VLV,4,5,125,5,0,0,,0,1,,0,,,
Mobily,Other,Others,Nationals,Male,50,Postpaid,LV,4,3,75,9,1,0,,1,1,,0,0,,
Mobily,HAIL,Northern,Nationals,Male,27,Postpaid,HV,3,3,50,5,0,0,,0,0,0,0,,,
Mobily,JEDDAH,Western,Nationals,Male,40,Prepaid,LV,4,4,100,9,1,1,,0,1,,0,,0,
Mobily,JEDDAH,Western,Expat Arabs,Male,55,Prepaid,HV,1,3,0,10,1,1,,1,1,1,0,0,1,1
Mobily,AR RIYADH,Central,Expat Arabs,Male,57,Postpaid,MV,4,4,100,6,0,0,,0,0,,0,0,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,54,Prepaid,MV,4,3,75,8,0,0,,0,0,1,0,,,
Mobily,HAFAR AL BATIN,Eastern,Expat Arabs,Male,23,Prepaid,VLV,4,3,75,10,1,1,1,1,0,1,1,,,
Mobily,BURAYDAH,Central,Nationals,Male,30,Postpaid,HV,4,5,125,2,0,0,,0,0,1,0,,0,
Mobily,BURAYDAH,Central,Expat Arabs,Male,38,Prepaid,LV,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,AL KHUBAR,Eastern,Nationals,Male,38,Prepaid,LV,5,,75,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,36,Postpaid,LV,3,,25,4,0,0,,0,0,0,0,0,0,
Mobily,AL BAHA,South,Nationals,Male,50,Postpaid,LV,2,3,25,6,0,1,,1,1,,0,,,
Mobily,Other,Others,Expat Arabs,Female,27,Prepaid,VLV,5,,75,,,,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,40,Prepaid,LV,5,3,100,8,0,1,,1,1,1,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,24,Postpaid,HV,3,3,50,3,0,0,,0,0,0,0,0,0,0
Mobily,TABUK,Northern,Nationals,Male,20,Prepaid,VLV,4,1,25,9,1,0,,1,1,,1,1,,1
Mobily,Other,Others,Nationals,Female,44,Prepaid,VLV,5,3,100,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,20,Postpaid,HV,4,3,75,10,1,0,,1,0,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,33,Prepaid,VLV,3,4,75,8,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Nationals,Male,30,Postpaid,VHV,3,4,75,,,,1,1,0,0,1,,1,
Mobily,ADH DHAHRAN,Eastern,Expat Arabs,Male,37,Prepaid,VLV,4,4,100,7,0,1,,1,1,1,1,,0,
Mobily,JEDDAH,Western,Nationals,Female,37,Postpaid,LV,4,3,75,10,1,0,,1,1,,1,1,,
Mobily,JEDDAH,Western,Nationals,Male,25,Prepaid,LV,3,4,75,9,1,1,,1,0,1,1,,,1
Mobily,Other,Others,Nationals,Male,30,Prepaid,VLV,4,2,50,8,0,0,,1,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,57,Postpaid,LV,5,5,150,0,0,1,,1,1,1,0,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,31,Postpaid,LV,3,3,50,7,0,0,,0,1,,1,,,
Mobily,ADH DHAHRAN,Eastern,Nationals,Male,40,Postpaid,HV,3,3,50,5,0,0,,0,0,0,0,,,1
Mobily,HAFAR AL BATIN,Eastern,Expat Arabs,Male,30,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,NAJRAN,South,Expat Arabs,Male,30,Postpaid,LV,5,5,150,,,1,,1,1,1,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,36,Postpaid,MV,4,3,75,8,0,1,,0,1,1,0,,,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,Prepaid,LV,3,3,50,9,1,1,,1,0,,1,,,
Mobily,BURAYDAH,Central,Expat Arabs,Female,32,Prepaid,VLV,2,4,50,10,1,1,,1,1,,1,1,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,38,Prepaid,VLV,4,3,75,10,1,1,,1,1,1,1,1,,
Mobily,JEDDAH,Western,Expat Arabs,Male,54,Prepaid,VLV,5,4,125,,,1,,1,1,,1,,,
Mobily,AL QATIF,Eastern,Nationals,Female,30,Postpaid,MV,4,3,75,8,0,0,,0,0,,0,,0,
Mobily,AL HUFUF,Eastern,Nationals,Female,38,Postpaid,MV,3,4,75,6,0,0,,0,0,,0,,0,
Mobily,BURAYDAH,Central,Nationals,Female,23,Postpaid,VLV,4,3,75,6,0,0,,0,0,,0,,,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,27,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,25,Prepaid,VLV,5,5,150,10,1,1,,0,1,0,0,,,
Mobily,JEDDAH,Western,Nationals,Male,40,Postpaid,VHV,3,1,0,7,0,0,0,0,0,0,0,0,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,28,Postpaid,HV,2,3,25,5,0,0,,0,0,1,0,,,
Mobily,HAIL,Northern,Nationals,Male,50,Postpaid,MV,2,3,25,0,0,1,,1,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,49,Postpaid,VHV,4,2,50,10,1,0,,1,1,1,1,1,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,45,Prepaid,VLV,3,3,50,5,0,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,40,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,AL JUBAIL,Eastern,Nationals,Male,35,Postpaid,MV,3,4,75,2,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Expat Asians,Female,39,Prepaid,VLV,4,4,100,,,1,,,0,,,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,20,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,37,Postpaid,HV,3,4,75,8,0,1,,1,0,1,0,1,1,
Mobily,Other,Others,Nationals,Female,40,Postpaid,HV,3,2,25,3,0,,,0,0,,,,,
Mobily,JEDDAH,Western,Nationals,Female,40,Prepaid,MV,4,2,50,8,0,0,,0,0,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,35,Prepaid,VLV,5,4,125,5,0,0,,,0,,1,,,0
Mobily,AR RIYADH,Central,Nationals,Male,22,Prepaid,LV,2,5,75,10,1,1,,1,1,0,1,0,,1
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Prepaid,HV,5,5,150,10,1,1,,0,1,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,18,Postpaid,MV,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,Other,Others,Nationals,Female,40,Postpaid,VHV,3,3,50,,,0,,,0,1,0,0,0,0
Mobily,JEDDAH,Western,Nationals,Male,46,Postpaid,HV,3,,25,10,1,0,,0,0,1,0,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,42,Prepaid,VLV,3,2,25,3,0,0,,0,0,,0,0,,1
Mobily,JIZAN,South,Nationals,Male,30,Postpaid,MV,4,3,75,8,0,0,,0,0,0,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,25,Prepaid,VLV,5,5,150,10,1,1,,1,1,,0,,1,
Mobily,AT TAIF,Western,Nationals,Male,42,Prepaid,LV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,65,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,JEDDAH,Western,Nationals,Male,34,Postpaid,VHV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,55,Postpaid,VHV,3,3,50,7,0,0,,0,0,,0,1,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Male,33,Prepaid,LV,3,5,100,2,0,1,,1,0,1,1,,,
Mobily,Other,Others,Nationals,Male,33,Postpaid,MV,4,5,125,9,1,1,,1,0,1,1,,1,0
Mobily,Other,Others,Nationals,Female,52,Prepaid,VLV,5,4,125,8,0,1,,0,1,,0,1,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Postpaid,VLV,3,3,50,8,0,0,,0,0,1,0,0,0,0
Mobily,AL KHUBAR,Eastern,Nationals,Female,21,Postpaid,VHV,4,4,100,10,1,0,,1,1,1,1,,,
Mobily,TABUK,Northern,Nationals,Male,17,Prepaid,VLV,4,4,100,10,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,34,Prepaid,LV,4,5,125,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,23,Postpaid,VHV,4,2,50,5,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,17,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,30,Prepaid,VLV,3,3,50,,,1,,,1,,0,,,
Mobily,Other,Others,Expat Asians,Male,27,Prepaid,VLV,5,4,125,,,0,,0,1,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,46,Postpaid,LV,5,5,150,8,0,1,,1,1,1,0,1,,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,40,Postpaid,LV,4,4,100,10,1,0,1,0,1,1,1,,0,0
Mobily,AR RIYADH,Central,Nationals,Female,25,Postpaid,MV,4,5,125,9,1,1,,1,1,,1,,1,
Mobily,TABUK,Northern,Nationals,Male,30,Prepaid,VLV,5,5,150,10,1,1,,1,0,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Female,20,Postpaid,VLV,4,4,100,8,0,,,0,1,,0,1,,0
Mobily,Other,Others,Nationals,Male,20,Prepaid,LV,4,3,75,10,1,1,,1,1,,1,,,
Mobily,SAFWA,Eastern,Nationals,Female,26,Prepaid,VLV,4,2,50,5,0,0,,0,0,0,0,,,
Mobily,Other,Others,Nationals,Male,22,Prepaid,VLV,4,4,100,0,0,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,42,Prepaid,VLV,5,5,150,,,0,,0,0,,0,0,,
Mobily,JEDDAH,Western,Nationals,Female,28,Postpaid,LV,5,3,100,10,1,1,,1,1,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,24,Postpaid,VLV,4,4,100,8,0,0,,1,1,,0,,,0
Mobily,HAIL,Northern,Nationals,Male,28,Prepaid,VLV,5,5,150,5,0,1,,1,1,,1,,,
Mobily,AL QATIF,Eastern,Nationals,Male,40,Postpaid,VHV,1,1,-50,0,0,0,,0,0,0,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Male,35,Prepaid,HV,3,2,25,7,0,0,,0,0,,0,,1,
Mobily,JEDDAH,Western,Nationals,Female,24,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,Other,Others,Expat Arabs,Male,35,Prepaid,LV,5,,75,0,0,1,,0,1,1,0,1,1,
Mobily,JEDDAH,Western,Nationals,Male,35,Postpaid,VLV,4,1,25,9,1,1,,1,0,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Prepaid,MV,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,50,Postpaid,HV,4,2,50,3,0,0,,1,0,1,1,,,
Mobily,JEDDAH,Western,Nationals,Female,40,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,50,Postpaid,VLV,2,2,0,2,0,0,,0,0,,0,1,,
Mobily,Other,Others,Nationals,Female,30,Prepaid,VLV,3,3,50,5,0,0,,1,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,29,Prepaid,LV,5,5,150,10,1,1,,1,0,1,1,,,1
Mobily,AL JUBAIL,Eastern,Nationals,Male,30,Postpaid,HV,4,4,100,8,0,1,,1,0,,0,0,,
Mobily,AL KHABRA',Central,Nationals,Male,50,Postpaid,MV,5,5,150,10,1,1,,1,0,1,1,0,1,
Mobily,AR'AR,Northern,Nationals,Male,35,Prepaid,VLV,2,2,0,6,0,0,,0,0,0,0,0,0,0
Mobily,JEDDAH,Western,Expat Asians,Male,34,Prepaid,VLV,4,4,100,9,1,1,,,1,,0,0,1,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,29,Prepaid,VLV,4,3,75,10,1,1,,1,0,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Female,32,Prepaid,VLV,4,1,25,8,0,0,,1,0,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,26,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,35,Prepaid,VLV,3,1,0,8,0,0,,0,0,1,0,0,0,
Mobily,Other,Others,Nationals,Male,35,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,0,1,1,
Mobily,JEDDAH,Western,Nationals,Male,23,Prepaid,LV,5,4,125,9,1,0,,1,1,0,0,,,
Mobily,Other,Others,Expat Arabs,Female,23,Prepaid,VLV,4,3,75,8,0,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,29,Prepaid,VLV,3,3,50,3,0,0,,0,1,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,17,Postpaid,VLV,3,4,75,4,0,0,,0,0,,0,0,,
Mobily,Other,Others,Nationals,Female,30,Prepaid,VLV,3,4,75,10,1,1,,0,1,1,0,1,0,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,30,Postpaid,VHV,3,3,50,6,0,0,,1,0,,1,0,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,34,Prepaid,VLV,3,3,50,10,1,0,,0,1,,0,,,
